Nation,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gambia,0.4985689563245006,0.6031043560840984,0.554768047143594,0.5628102525836095,0.5394604009795179,0.6309683947813448,0.7365975668342918,0.7262885610759995,0.605496093455777,0.5258434918811129,0.5441319289891844,0.584230913597674,0.5292608552371579,0.5239034567124414
Bosnia and Herzegovina,0.47197469021449107,0.5698619709546651,0.5020106821488557,0.5056116483735462,0.505512579759639,0.5013181779481054,0.6733377753790475,0.6474063963283692,0.477196415259895,0.42283662754533036,0.43132095827023303,0.48519172162864943,0.44359806109589184,0.4315548804037835
United Republic of Tanzania,0.5018645742962693,0.5642191037771649,0.5160679167192285,0.5100516905838188,0.5665475142843699,0.5744303226689779,0.554762080487211,0.5392107859318596,0.29250425869367536,0.2969407727477835,0.32423344434534446,0.40653232167037784,0.33508721849259004,0.271568805789487
Venezuela (Bolivarian Republic of),0.5560588234102782,0.6586294728975227,0.567585618732221,0.4980715348502759,0.49116506180514086,0.48847661688746635,0.66461836141416,0.6360291745094814,0.45249913420308824,0.4264161510129637,0.4517997058593305,0.5167377091637017,0.45998698268251587,0.4563934379740448
Congo,0.4972200199613568,0.5985114193337823,0.5327910747052909,0.3777603343048622,0.3622439697715768,0.3926754675807683,0.624478863781021,0.5975151970147483,0.39410572278428246,0.3824249844214706,0.3941808679855187,0.41791184069994,0.34897358987564386,0.34686206329216707
Costa Rica,0.5255594610628964,0.5652991569301371,0.5099584709227097,0.5201540730656014,0.5161772569591522,0.5019570215115323,0.6737515811935323,0.653121453738525,0.4948666923824944,0.4759724417445535,0.5244320110048134,0.593110111573452,0.5539759142696548,0.5439194238253453
Zimbabwe,0.509501518733885,0.6133650427208176,0.548902990229885,0.579060903486162,0.54221063664999,0.509256228170129,0.7434395467143144,0.7130844849840672,0.5478743493226935,0.5715037724498269,0.5911836834216502,0.6438295249668011,0.6058522628310444,0.6053372392745843
Guatemala,0.4771832711789534,0.5379731136944561,0.47995771647677055,0.4883272495925296,0.5114004311444538,0.49346684708630884,0.6599153970178037,0.6266772258731362,0.42792309753098356,0.39574752349645326,0.4237585949918823,0.478077148618899,0.42705259134439216,0.42360282381158987
Rwanda,0.5427057058774991,0.6586361941912254,0.5874839271893149,0.5697004528567634,0.5734381514348524,0.6640937117347053,0.7193500481428359,0.6013172188668963,0.42337210749018267,0.15937160344723633,0.19994735083841647,0.3776938297869153,0.399164424202371,0.4004301979312495
Canada,0.5314759661485116,0.7243034692031535,0.6516021473098859,0.6499414802169475,0.6428017287743617,0.6551715450320035,0.779670234173658,0.7351459524126016,0.6425559226366754,0.5968879107513482,0.642870692093713,0.6896781658924548,0.6757374111910877,0.6741308387199192
Myanmar,0.5145419061800867,0.5500412331990004,0.4719459761819866,0.47683698992176976,0.4761132203817257,0.44686755647514764,0.6384846621782536,0.6057076026916077,0.4154561752277302,0.3950347464917036,0.4168485402684625,0.40591433672005484,0.3639209032133684,0.3485735918025316
United Arab Emirates,0.498900918595572,0.4179089559585124,0.3347176401101127,0.3549875342690224,0.36948679521073235,0.5056799126778182,0.6538151073657694,0.6845375383575578,0.579713806559607,0.5183157396920148,0.5464649101395437,0.5935380385507282,0.5474493415980082,0.542411782421222
Brazil,0.4793797962080538,0.4960534114400622,0.4113857676888302,0.4298351222139678,0.44558443544680776,0.4324992424834603,0.6276421382697663,0.5500084057107282,0.37470775423897257,0.3757425928823613,0.4178418178133745,0.5034839557927694,0.44448769752777095,0.4416816032419736
Sri Lanka,0.5306475700096557,0.6392691069994438,0.5773319852630776,0.5321368676169106,0.31232566756207997,0.2625785172243684,0.5336145615478533,0.5239318087084883,0.26904723405960107,0.20502302316564222,0.23970272752155128,0.24441718298531742,0.14180666815100595,0.133896964073257
Dominican Republic,0.5240302426927296,0.5691675287113634,0.5077158321606603,0.5178450320187495,0.5216482290268173,0.5184047159646848,0.6428467350691778,0.611834332232292,0.42633292357690417,0.34488998921485925,0.33924359824937983,0.41713670081508547,0.34491872501676013,0.34115473403291513
Mali,0.5250176142352329,0.6323297364282144,0.4548054278461685,0.44420956652843774,0.44699300412687065,0.45838787536891057,0.5910532734881313,0.5511499350693954,0.3487718493511158,0.18053562716274463,0.20668662308792335,0.29809764884351014,0.1988838262819455,0.20060960928858118
Singapore,0.5487862769358173,0.6678487419944829,0.6592602258554107,0.6760882833786127,0.6574866856555167,0.662679956370834,0.7730499630784062,0.7598598714836369,0.652727927184058,0.61498333901749,0.8421708664314183,0.8541239643365317,0.831137255292083,0.8278865620862804
